r11,r12,r22,r13,r23,r33,x11,x12,x22,x13,x23,x33,P1_faseA,Q1_faseA,P1_faseB,Q1_faseB,P1_faseC,Q1_faseC,P2_faseA,Q2_faseA,P2_faseB,Q2_faseB,P2_faseC,Q2_faseC,V1_mag_RG60,V1_ang_RG60,V2_mag_RG60,V2_ang_RG60,V3_mag_RG60,V3_ang_RG60,V1_mag_632,V1_ang_632,V2_mag_632,V2_ang_632,V3_mag_632,V3_ang_632,I1_mag_faseA,I1_ang_faseA,I1_mag_faseB,I1_ang_faseB,I1_mag_faseC,I1_ang_faseC,I2_mag_faseA,I2_ang_faseA,I2_mag_faseB,I2_ang_faseB,I2_mag_faseC,I2_ang_faseC,r11_noisy,r12_noisy,r22_noisy,r13_noisy,r23_noisy,r33_noisy,x11_noisy,x12_noisy,x22_noisy,x13_noisy,x23_noisy,x33_noisy
0.3478443328155612,0.1558126358431862,0.3345393884836399,0.1588302091495614,0.1517833716151583,0.3436218822404808,1.0329143455582348,0.4928559582752527,1.0619103742099132,0.4236210447856258,0.3837945832516993,1.0275100713516108,1184.0813352615592,810.4067913676162,1064.558063960708,440.78185628560965,1267.2643844093013,719.6099477557858,-1155.9175640923052,-516.6336259105582,-1159.2202292024315,-342.48792092415863,-1309.1119676449016,-514.313198190809,2550.326282565483,-0.06756640160720624,2486.351657018431,-119.5187919245319,2553.6718694171514,119.53039384870857,2424.957238169135,-2.913661955297151,2473.6963154853033,-122.0938765799966,2418.454889769782,117.77171769370625,558.8926743752836,-29.404730495326206,422.65291181225945,-141.7658407795168,589.6459078910123,93.2532669734804,563.764388363658,151.03406729135887,422.45141535274354,38.438770137286106,596.9321370470127,-86.02112829764259,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3472764067281724,0.1562261901698925,0.341094803597041,0.1577445885188016,0.1541509947459524,0.3422030933405963,1.0101913607065285,0.4939982746593891,1.0330685473690806,0.4232999749325769,0.3867548773754073,1.0348766086920156,1344.9149821867056,604.9417373106096,927.2849695672546,391.4814578343338,1100.946384863505,690.8262873203302,-1235.7026615205455,-606.4656234910655,-1028.8606196831088,-315.2577757628913,-1096.8129173918103,-477.4974311345599,2546.455395051676,-0.43081241451033125,2492.575481254781,-119.61297185891061,2528.1923395906515,120.6849385945545,2426.8093690120972,-2.1195337334967626,2446.2809018909916,-122.26566807617012,2418.1185989394767,118.22389771252641,568.5487125293533,-29.376476680876372,415.13825080960015,-140.94362118236572,589.2091144655051,93.90034608938791,567.3175035846567,151.6896639490259,422.3720326038322,38.680897978742316,588.7171025360026,-87.29878689718164,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3428607399766363,0.1559140876233694,0.3367828850678579,0.1576733578685727,0.1514517774346564,0.3445043663341243,1.0324866097090193,0.4958061269404876,1.0414008444645717,0.4244974070187135,0.3837454867790258,1.0370648120525705,1357.0733121637481,692.7468159035994,988.0853726728697,360.0117037399715,1597.0608110642265,773.0313509539119,-1376.2738411614032,-666.2701931580483,-1073.3177357657962,-284.8862219421544,-1471.1563786714141,-536.1191738517567,2524.9067301784326,-0.4516707364541276,2511.1485001643423,-120.01618478800496,2538.1319262478983,119.57347485702843,2441.6195568972153,-2.5116955505681404,2483.682407911369,-121.67296796221683,2429.6053751128816,117.13762005444019,564.9328717517519,-28.74524357299138,419.1487247952521,-140.43952464987498,587.3327134538055,93.31744645623037,564.405456580889,150.35413532619353,419.57965993530155,39.14428831569753,589.4596315236327,-86.12313935994328,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3524034286630674,0.1557548819113658,0.3456571049823811,0.1572155534837483,0.1535595481624771,0.3410828399142125,1.0154067310049344,0.4981736448952398,1.0286027659681598,0.4280250782679662,0.3832251693754885,1.0357899692022323,1191.5704297458826,773.3361726944755,1059.3289663502499,411.44865169075035,1381.4123277738438,759.3019808292349,-1174.523385359611,-494.69681876307936,-910.7782537612284,-406.1747832471055,-1228.6369871844627,-488.9923785150283,2514.858211058518,-0.3486938917954775,2468.3076050528316,-119.85730352539665,2513.200557762095,120.17990672073964,2427.735936510397,-2.7937797330173595,2461.8168943952837,-121.10464074922292,2389.1842531207676,117.83885043879222,567.0359762733436,-29.358590334228914,420.54336064979293,-141.42268132117326,591.703426720284,93.58696094276974,562.6986337069058,150.82528493909794,420.68600618039136,38.370254643235626,591.9229299983376,-87.37592726844686,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3475953539057289,0.1549895613149939,0.3300019878096418,0.1596167103811941,0.1529611504742707,0.3490591302827259,1.0294674003475195,0.4977725033962054,1.0494563225324256,0.4208625504840397,0.3836726370361914,1.0312026334252955,1176.7631128730088,662.117267436157,913.9473769477786,307.93548780006597,1491.105431312392,800.5799795063745,-1177.8175796485214,-560.7471398597548,-959.5481083294856,-329.56488951197105,-1477.2978280666578,-616.3576368283416,2522.2801052079662,0.45651351883263225,2473.192143639904,-119.58876125482942,2542.623864481956,120.66046699515125,2421.6199207828327,-2.012008446487763,2493.8654187990787,-121.4929492170856,2414.77344224095,117.94671078270048,563.9421152579516,-28.477822202276606,416.6841997229586,-141.6874756774424,591.2039157329169,92.61078241116918,568.7257578516666,152.12760621142112,421.1713712457036,37.71608574105104,596.8277002977092,-86.82143819194698,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3480656023360709,0.1570856273106124,0.3421512261094406,0.1566385990338734,0.1545762658452507,0.3408631451640651,1.0292067535015663,0.5037412752161754,1.0486263783966847,0.4253252685672344,0.3833831431524133,1.0293919555421922,1433.9168090377152,717.9358479988246,834.3438490760747,350.38535921715993,1266.1641998852833,621.4241727563614,-1386.0914304006712,-508.408221516144,-1004.8062581645253,-414.36586608899023,-1236.5069615252746,-504.11277230978766,2523.7928827950304,-0.14151000667057212,2487.504217802445,-120.19580090175205,2534.1169071116724,119.81911247189188,2433.6776863744426,-2.052440254477872,2452.4581885022426,-121.58242195920128,2395.5897171655047,118.1337260941215,568.2445752484823,-29.592243500144843,420.33875887146155,-142.12279694959616,594.1190336931584,92.84503702561419,569.1949434763918,150.80175327646464,419.7945014675262,37.6748690844784,592.8257450890608,-87.24041931798227,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.344066898668328,0.1552994999804827,0.3408635759877179,0.1592575850975548,0.1557685834647289,0.3424038004243519,1.0035495234970933,0.49607809407718,1.0494519349836635,0.4239366049552496,0.3827111806723572,1.038495046820446,1422.6622788853228,567.9826506305808,1098.3967257098686,336.3245957457158,1282.014451294244,620.7278601996642,-1319.8977907672547,-607.3394992115856,-947.2518504184426,-346.90705909681645,-1274.8677707566944,-656.9748734037047,2533.7230185210315,0.1463266031979641,2476.4588719242392,-120.58780889950916,2533.7619915926716,119.34316727169038,2452.988654358872,-2.7719118622983396,2471.01803250757,-121.25552976163817,2396.5828208993667,117.29626929249456,564.8873848681583,-29.27692288000344,422.15409959571895,-142.19026726569388,596.391420633931,92.35826349800773,561.4953517299956,150.9817060869129,418.2080253028943,38.72515927636656,592.8225037058954,-85.6749063940372,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3503375722183426,0.1560405037997961,0.3348068381741731,0.1586783186756411,0.1554568205985688,0.344207954218374,1.01060299349407,0.5020311672294666,1.033501829008971,0.4260078191737339,0.381442997202756,1.0268608081429096,1126.493767299854,706.5952031996519,907.7120049112364,390.7961784934769,1227.2537759550182,613.7488664874948,-1179.8452644699744,-493.13262973633664,-977.6719919836845,-291.04112236048974,-1256.4738682656612,-584.456041134772,2563.578134700807,0.4044144843053207,2501.6414754442553,-120.37192784890838,2521.1861561058513,119.80879869599147,2428.937162489648,-1.7200065015616222,2484.332114057218,-121.81164368993602,2421.380379479733,117.77706186325356,560.1808492360254,-29.422512628720654,417.34906788729415,-140.68762207719703,589.1891919023286,93.20739698306912,560.331693316457,152.2251680613053,421.69710458831935,37.8815297826821,588.9509421566013,-86.20077395026846,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3536459200422271,0.1557475883439671,0.3413159300893423,0.1585641176909305,0.1531918023413369,0.3395364989030105,1.0247169837626575,0.5069488611277545,1.0273215823669193,0.4226153222510634,0.386122704973459,1.0372509122832398,1117.924100403615,675.2907381460191,1076.957290543536,363.70915468609587,1484.5850053101385,547.1103068321179,-1163.9785882236995,-609.2705282354241,-782.2966729549926,-344.83877024478477,-1130.56365170604,-584.5960882311603,2516.4086928196753,-0.1014970729336706,2487.497550057974,-120.26172040920216,2556.185757139082,120.52583812870812,2421.3678291411056,-2.2728902249653506,2465.94458110822,-121.5185224775937,2389.144965104817,117.85741482141994,559.8819535510461,-28.087766739275718,420.82149672870867,-140.4531222713966,590.509277670759,93.36159013842197,562.2994782447751,150.5864405726046,422.4908822978427,38.208090178925794,586.8597662800606,-87.13599016647144,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
0.3422909380259394,0.1545303349323045,0.3367667753818325,0.1590785715654948,0.1541606867542219,0.339227538089022,1.0089010727710117,0.5059250862771674,1.0440937865801865,0.4279258368763939,0.3918322657132408,1.0348630134104866,1069.1815280301116,668.2116024614036,875.8717607967567,315.8700429841001,1304.4837089197106,653.9894032756563,-1200.9561547817436,-496.7119659002932,-1159.1371349270703,-364.70080611316587,-1329.6550920685936,-690.4719321622578,2526.668625812569,0.6488517817146688,2504.54550100448,-120.59977917130283,2511.87586794209,119.99894612455418,2440.9738595161048,-2.643132040299039,2493.6497388910047,-122.05338350887644,2402.1756102562267,117.70301389061183,556.1817404354891,-29.112068633768903,420.62598740421055,-140.9395782850011,587.0281827503734,94.22189387118473,567.8968390953376,151.0702861091205,421.12863400107045,38.90117937456272,592.5157469493703,-87.39653599903833,0.35082624483424785,0.1493681872846987,0.359286204991931,0.16750237765617493,0.16101126207495484,0.3224047509428413,1.0292976447261772,0.5322504620858313,0.8970645531513373,0.4511567047243178,0.35467565636936466,1.1511179709738684
